,city,company,level,location,state,title,coordinates
320.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
321.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
322.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
323.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
324.0,San Francisco,Indeed,midlevel,"San Francisco, CA",CA,Data Scientist,"(37.7792808, -122.4192362)"
325.0,Irvine,CoreLogic,midlevel,"Irvine, CA",CA,Data Scientist,"(33.6856969, -117.8259818)"
326.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
327.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
328.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
329.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
33.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
330.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
331.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
332.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
333.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
334.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
335.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
336.0,San Francisco,Indeed,midlevel,"San Francisco, CA",CA,Data Scientist,"(37.7792808, -122.4192362)"
337.0,Irvine,CoreLogic,midlevel,"Irvine, CA",CA,Data Scientist,"(33.6856969, -117.8259818)"
338.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
339.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
34.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
340.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
341.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
342.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
343.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
344.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
345.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
346.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
347.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
348.0,San Francisco,Indeed,midlevel,"San Francisco, CA",CA,Data Scientist,"(37.7792808, -122.4192362)"
349.0,Fort George G Meade,National Security Agency,midlevel,"Fort George G Meade, MD",MD,Data Scientist,"(39.10517, -76.7476151974745)"
35.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
350.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
351.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
352.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
353.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
354.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
355.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
356.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
357.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
358.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
359.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
36.0,Irvine,CoreLogic,midlevel,"Irvine, CA",CA,Data Scientist,"(33.6856969, -117.8259818)"
360.0,Irvine,CoreLogic,midlevel,"Irvine, CA",CA,Data Scientist,"(33.6856969, -117.8259818)"
361.0,San Francisco,Indeed,midlevel,"San Francisco, CA",CA,Data Scientist,"(37.7792808, -122.4192362)"
362.0,Austin,General Motors,midlevel,"Austin, TX",TX,Data Scientist,"(30.2711286, -97.7436994)"
363.0,Austin,General Motors,midlevel,"Austin, TX",TX,Data Scientist,"(30.2711286, -97.7436994)"
364.0,Austin,General Motors,midlevel,"Austin, TX",TX,Data Scientist,
365.0,Austin,General Motors,midlevel,"Austin, TX",TX,Data Scientist,
366.0,Austin,General Motors,midlevel,"Austin, TX",TX,Data Scientist,"(30.2711286, -97.7436994)"
367.0,Austin,General Motors,midlevel,"Austin, TX",TX,Data Scientist,"(30.2711286, -97.7436994)"
368.0,Austin,General Motors,midlevel,"Austin, TX",TX,Data Scientist,"(30.2711286, -97.7436994)"
369.0,Austin,General Motors,midlevel,"Austin, TX",TX,Data Scientist,"(30.2711286, -97.7436994)"
37.0,Fort George G Meade,National Security Agency,midlevel,"Fort George G Meade, MD",MD,Data Scientist,"(39.10517, -76.7476151974745)"
370.0,Austin,General Motors,midlevel,"Austin, TX",TX,Data Scientist,"(30.2711286, -97.7436994)"
371.0,Austin,General Motors,midlevel,"Austin, TX",TX,Data Scientist,"(30.2711286, -97.7436994)"
372.0,San Francisco,Indeed,midlevel,"San Francisco, CA",CA,Data Scientist,"(37.7792808, -122.4192362)"
373.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
374.0,Irvine,CoreLogic,midlevel,"Irvine, CA",CA,Data Scientist,"(33.6856969, -117.8259818)"
375.0,Irvine,CoreLogic,midlevel,"Irvine, CA",CA,Data Scientist,"(33.6856969, -117.8259818)"
376.0,Irvine,CoreLogic,midlevel,"Irvine, CA",CA,Data Scientist,"(33.6856969, -117.8259818)"
377.0,Irvine,CoreLogic,midlevel,"Irvine, CA",CA,Data Scientist,"(33.6856969, -117.8259818)"
378.0,Irvine,CoreLogic,midlevel,"Irvine, CA",CA,Data Scientist,"(33.6856969, -117.8259818)"
379.0,Irvine,CoreLogic,midlevel,"Irvine, CA",CA,Data Scientist,"(33.6856969, -117.8259818)"
38.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
380.0,Irvine,CoreLogic,midlevel,"Irvine, CA",CA,Data Scientist,"(33.6856969, -117.8259818)"
381.0,Irvine,CoreLogic,midlevel,"Irvine, CA",CA,Data Scientist,"(33.6856969, -117.8259818)"
382.0,Irvine,CoreLogic,midlevel,"Irvine, CA",CA,Data Scientist,"(33.6856969, -117.8259818)"
383.0,Irvine,CoreLogic,midlevel,"Irvine, CA",CA,Data Scientist,"(33.6856969, -117.8259818)"
384.0,Irvine,CoreLogic,midlevel,"Irvine, CA",CA,Data Scientist,"(33.6856969, -117.8259818)"
385.0,San Francisco,Indeed,midlevel,"San Francisco, CA",CA,Data Scientist,"(37.7792808, -122.4192362)"
386.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
387.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
388.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
389.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
39.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
390.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
391.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
392.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
393.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
394.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
395.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
396.0,Irvine,CoreLogic,midlevel,"Irvine, CA",CA,Data Scientist,"(33.6856969, -117.8259818)"
397.0,San Francisco,Indeed,midlevel,"San Francisco, CA",CA,Data Scientist,"(37.7792808, -122.4192362)"
398.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
399.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
4.0,San Francisco,Indeed,midlevel,"San Francisco, CA",CA,Data Scientist,"(37.7792808, -122.4192362)"
40.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
400.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
401.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
402.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
403.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
404.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
405.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
406.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
407.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
408.0,Austin,General Motors,midlevel,"Austin, TX",TX,Data Scientist,"(30.2711286, -97.7436994)"
409.0,San Francisco,Indeed,midlevel,"San Francisco, CA",CA,Data Scientist,"(37.7792808, -122.4192362)"
41.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
410.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
411.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
412.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
413.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
414.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
415.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
416.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
417.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
418.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
419.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
42.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
420.0,San Francisco,Indeed,midlevel,"San Francisco, CA",CA,Data Scientist,"(37.7792808, -122.4192362)"
421.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
422.0,Irvine,CoreLogic,midlevel,"Irvine, CA",CA,Data Scientist,
423.0,Irvine,CoreLogic,midlevel,"Irvine, CA",CA,Data Scientist,"(33.6856969, -117.8259818)"
424.0,Irvine,CoreLogic,midlevel,"Irvine, CA",CA,Data Scientist,"(33.6856969, -117.8259818)"
425.0,Irvine,CoreLogic,midlevel,"Irvine, CA",CA,Data Scientist,"(33.6856969, -117.8259818)"
426.0,Irvine,CoreLogic,midlevel,"Irvine, CA",CA,Data Scientist,"(33.6856969, -117.8259818)"
427.0,Irvine,CoreLogic,midlevel,"Irvine, CA",CA,Data Scientist,"(33.6856969, -117.8259818)"
428.0,Irvine,CoreLogic,midlevel,"Irvine, CA",CA,Data Scientist,"(33.6856969, -117.8259818)"
429.0,Irvine,CoreLogic,midlevel,"Irvine, CA",CA,Data Scientist,"(33.6856969, -117.8259818)"
43.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
430.0,Irvine,CoreLogic,midlevel,"Irvine, CA",CA,Data Scientist,"(33.6856969, -117.8259818)"
431.0,Irvine,CoreLogic,midlevel,"Irvine, CA",CA,Data Scientist,"(33.6856969, -117.8259818)"
432.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
433.0,San Francisco,Indeed,midlevel,"San Francisco, CA",CA,Data Scientist,"(37.7792808, -122.4192362)"
434.0,Irvine,CoreLogic,midlevel,"Irvine, CA",CA,Data Scientist,"(33.6856969, -117.8259818)"
435.0,Irvine,CoreLogic,midlevel,"Irvine, CA",CA,Data Scientist,"(33.6856969, -117.8259818)"
436.0,Irvine,CoreLogic,midlevel,"Irvine, CA",CA,Data Scientist,"(33.6856969, -117.8259818)"
437.0,Irvine,CoreLogic,midlevel,"Irvine, CA",CA,Data Scientist,"(33.6856969, -117.8259818)"
438.0,Irvine,CoreLogic,midlevel,"Irvine, CA",CA,Data Scientist,"(33.6856969, -117.8259818)"
439.0,Irvine,CoreLogic,midlevel,"Irvine, CA",CA,Data Scientist,"(33.6856969, -117.8259818)"
44.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
440.0,Irvine,CoreLogic,midlevel,"Irvine, CA",CA,Data Scientist,"(33.6856969, -117.8259818)"
441.0,Irvine,CoreLogic,midlevel,"Irvine, CA",CA,Data Scientist,"(33.6856969, -117.8259818)"
442.0,Irvine,CoreLogic,midlevel,"Irvine, CA",CA,Data Scientist,"(33.6856969, -117.8259818)"
443.0,Irvine,CoreLogic,midlevel,"Irvine, CA",CA,Data Scientist,"(33.6856969, -117.8259818)"
444.0,Irvine,CoreLogic,midlevel,"Irvine, CA",CA,Data Scientist,"(33.6856969, -117.8259818)"
445.0,San Francisco,Indeed,midlevel,"San Francisco, CA",CA,Data Scientist,"(37.7792808, -122.4192362)"
446.0,Austin,General Motors,midlevel,"Austin, TX",TX,Data Scientist,"(30.2711286, -97.7436994)"
447.0,Austin,General Motors,midlevel,"Austin, TX",TX,Data Scientist,"(30.2711286, -97.7436994)"
448.0,Austin,General Motors,midlevel,"Austin, TX",TX,Data Scientist,"(30.2711286, -97.7436994)"
449.0,Austin,General Motors,midlevel,"Austin, TX",TX,Data Scientist,"(30.2711286, -97.7436994)"
45.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
450.0,Austin,General Motors,midlevel,"Austin, TX",TX,Data Scientist,"(30.2711286, -97.7436994)"
451.0,Austin,General Motors,midlevel,"Austin, TX",TX,Data Scientist,"(30.2711286, -97.7436994)"
452.0,Austin,General Motors,midlevel,"Austin, TX",TX,Data Scientist,"(30.2711286, -97.7436994)"
453.0,Austin,General Motors,midlevel,"Austin, TX",TX,Data Scientist,"(30.2711286, -97.7436994)"
454.0,Austin,General Motors,midlevel,"Austin, TX",TX,Data Scientist,"(30.2711286, -97.7436994)"
455.0,Austin,General Motors,midlevel,"Austin, TX",TX,Data Scientist,"(30.2711286, -97.7436994)"
456.0,Irvine,CoreLogic,midlevel,"Irvine, CA",CA,Data Scientist,"(33.6856969, -117.8259818)"
457.0,San Francisco,Indeed,midlevel,"San Francisco, CA",CA,Data Scientist,"(37.7792808, -122.4192362)"
458.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
459.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
46.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
460.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
461.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
462.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
463.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
464.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
465.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
466.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
467.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
468.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
469.0,Irvine,CoreLogic,midlevel,"Irvine, CA",CA,Data Scientist,"(33.6856969, -117.8259818)"
47.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
470.0,San Francisco,Indeed,midlevel,"San Francisco, CA",CA,Data Scientist,"(37.7792808, -122.4192362)"
471.0,San Francisco,Indeed,midlevel,"San Francisco, CA",CA,Data Scientist,"(37.7792808, -122.4192362)"
472.0,San Francisco,Indeed,midlevel,"San Francisco, CA",CA,Data Scientist,"(37.7792808, -122.4192362)"
473.0,San Francisco,Indeed,midlevel,"San Francisco, CA",CA,Data Scientist,"(37.7792808, -122.4192362)"
474.0,San Francisco,Indeed,midlevel,"San Francisco, CA",CA,Data Scientist,"(37.7792808, -122.4192362)"
475.0,San Francisco,Indeed,midlevel,"San Francisco, CA",CA,Data Scientist,"(37.7792808, -122.4192362)"
476.0,San Francisco,Indeed,midlevel,"San Francisco, CA",CA,Data Scientist,"(37.7792808, -122.4192362)"
477.0,San Francisco,Indeed,midlevel,"San Francisco, CA",CA,Data Scientist,"(37.7792808, -122.4192362)"
478.0,San Francisco,Indeed,midlevel,"San Francisco, CA",CA,Data Scientist,"(37.7792808, -122.4192362)"
479.0,San Francisco,Indeed,midlevel,"San Francisco, CA",CA,Data Scientist,"(37.7792808, -122.4192362)"
48.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
480.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
481.0,San Francisco,Indeed,midlevel,"San Francisco, CA",CA,Data Scientist,"(37.7792808, -122.4192362)"
482.0,Irvine,CoreLogic,midlevel,"Irvine, CA",CA,Data Scientist,"(33.6856969, -117.8259818)"
483.0,Irvine,CoreLogic,midlevel,"Irvine, CA",CA,Data Scientist,"(33.6856969, -117.8259818)"
484.0,Irvine,CoreLogic,midlevel,"Irvine, CA",CA,Data Scientist,"(33.6856969, -117.8259818)"
485.0,Irvine,CoreLogic,midlevel,"Irvine, CA",CA,Data Scientist,"(33.6856969, -117.8259818)"
486.0,Irvine,CoreLogic,midlevel,"Irvine, CA",CA,Data Scientist,"(33.6856969, -117.8259818)"
487.0,Irvine,CoreLogic,midlevel,"Irvine, CA",CA,Data Scientist,"(33.6856969, -117.8259818)"
488.0,Irvine,CoreLogic,midlevel,"Irvine, CA",CA,Data Scientist,"(33.6856969, -117.8259818)"
489.0,Irvine,CoreLogic,midlevel,"Irvine, CA",CA,Data Scientist,"(33.6856969, -117.8259818)"
49.0,Irvine,CoreLogic,midlevel,"Irvine, CA",CA,Data Scientist,"(33.6856969, -117.8259818)"
490.0,Irvine,CoreLogic,midlevel,"Irvine, CA",CA,Data Scientist,"(33.6856969, -117.8259818)"
491.0,Irvine,CoreLogic,midlevel,"Irvine, CA",CA,Data Scientist,"(33.6856969, -117.8259818)"
492.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
493.0,Irvine,CoreLogic,midlevel,"Irvine, CA",CA,Data Scientist,"(33.6856969, -117.8259818)"
494.0,San Francisco,Indeed,midlevel,"San Francisco, CA",CA,Data Scientist,"(37.7792808, -122.4192362)"
495.0,San Francisco,Indeed,midlevel,"San Francisco, CA",CA,Data Scientist,"(37.7792808, -122.4192362)"
496.0,San Francisco,Indeed,midlevel,"San Francisco, CA",CA,Data Scientist,"(37.7792808, -122.4192362)"
497.0,San Francisco,Indeed,midlevel,"San Francisco, CA",CA,Data Scientist,"(37.7792808, -122.4192362)"
498.0,San Francisco,Indeed,midlevel,"San Francisco, CA",CA,Data Scientist,"(37.7792808, -122.4192362)"
499.0,San Francisco,Indeed,midlevel,"San Francisco, CA",CA,Data Scientist,"(37.7792808, -122.4192362)"
5.0,San Francisco,Indeed,midlevel,"San Francisco, CA",CA,Data Scientist,"(37.7792808, -122.4192362)"
50.0,Fort George G Meade,National Security Agency,midlevel,"Fort George G Meade, MD",MD,Data Scientist,"(39.10517, -76.7476151974745)"
500.0,San Francisco,Indeed,midlevel,"San Francisco, CA",CA,Data Scientist,"(37.7792808, -122.4192362)"
501.0,San Francisco,Indeed,midlevel,"San Francisco, CA",CA,Data Scientist,"(37.7792808, -122.4192362)"
502.0,San Francisco,Indeed,midlevel,"San Francisco, CA",CA,Data Scientist,"(37.7792808, -122.4192362)"
503.0,San Francisco,Indeed,midlevel,"San Francisco, CA",CA,Data Scientist,"(37.7792808, -122.4192362)"
504.0,Fort George G Meade,National Security Agency,midlevel,"Fort George G Meade, MD",MD,Data Scientist,"(39.10517, -76.7476151974745)"
505.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
506.0,Irvine,CoreLogic,midlevel,"Irvine, CA",CA,Data Scientist,"(33.6856969, -117.8259818)"
507.0,Irvine,CoreLogic,midlevel,"Irvine, CA",CA,Data Scientist,"(33.6856969, -117.8259818)"
508.0,Irvine,CoreLogic,midlevel,"Irvine, CA",CA,Data Scientist,"(33.6856969, -117.8259818)"
509.0,Irvine,CoreLogic,midlevel,"Irvine, CA",CA,Data Scientist,"(33.6856969, -117.8259818)"
51.0,Fort George G Meade,National Security Agency,midlevel,"Fort George G Meade, MD",MD,Data Scientist,"(39.10517, -76.7476151974745)"
510.0,Irvine,CoreLogic,midlevel,"Irvine, CA",CA,Data Scientist,"(33.6856969, -117.8259818)"
511.0,Irvine,CoreLogic,midlevel,"Irvine, CA",CA,Data Scientist,"(33.6856969, -117.8259818)"
512.0,Irvine,CoreLogic,midlevel,"Irvine, CA",CA,Data Scientist,"(33.6856969, -117.8259818)"
513.0,Irvine,CoreLogic,midlevel,"Irvine, CA",CA,Data Scientist,"(33.6856969, -117.8259818)"
514.0,Irvine,CoreLogic,midlevel,"Irvine, CA",CA,Data Scientist,"(33.6856969, -117.8259818)"
515.0,Irvine,CoreLogic,midlevel,"Irvine, CA",CA,Data Scientist,"(33.6856969, -117.8259818)"
516.0,Irvine,CoreLogic,midlevel,"Irvine, CA",CA,Data Scientist,"(33.6856969, -117.8259818)"
517.0,San Francisco,Indeed,midlevel,"San Francisco, CA",CA,Data Scientist,"(37.7792808, -122.4192362)"
518.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
519.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
52.0,Fort George G Meade,National Security Agency,midlevel,"Fort George G Meade, MD",MD,Data Scientist,"(39.10517, -76.7476151974745)"
520.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
521.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
522.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
523.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
524.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
525.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
526.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
527.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
528.0,Irvine,CoreLogic,midlevel,"Irvine, CA",CA,Data Scientist,"(33.6856969, -117.8259818)"
529.0,San Francisco,Indeed,midlevel,"San Francisco, CA",CA,Data Scientist,"(37.7792808, -122.4192362)"
53.0,Fort George G Meade,National Security Agency,midlevel,"Fort George G Meade, MD",MD,Data Scientist,"(39.10517, -76.7476151974745)"
530.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
531.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
532.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
